timestamp,node,algorithm,cycle,exec_time_ms,trust_score
1786388699.2889726,CRYPTO_NODE,ECC,74,111.68,100.0
1786388699.3965993,CRYPTO_NODE,ECC,75,111.56,100.0
1786388699.5043705,CRYPTO_NODE,ECC,76,111.41,100.0
1786388699.6119761,CRYPTO_NODE,ECC,77,111.51,100.0
1786388699.7196355,CRYPTO_NODE,ECC,78,111.5,100.0
1786388699.8272674,CRYPTO_NODE,ECC,79,111.55,100.0
1786388699.9379318,CRYPTO_NODE,ECC,80,111.51,100.0
1786388702.9893918,CRYPTO_NODE,ECC,81,111.69,100.0
1786388709.0646126,CRYPTO_NODE,ZKP,0,334.51,100.0
1786388709.0721111,CRYPTO_NODE,ZKP,1,334.8,100.0
1786388709.0779815,CRYPTO_NODE,ZKP,2,334.7,100.0
1786388709.0836482,CRYPTO_NODE,ZKP,3,334.7,100.0
1786388709.0890846,CRYPTO_NODE,ZKP,4,334.35,100.0
1786388709.0948794,CRYPTO_NODE,ZKP,5,334.66,100.0
1786388709.1005864,CRYPTO_NODE,ZKP,6,334.67,100.0
1786388709.207232,CRYPTO_NODE,ZKP,7,334.5,100.0
1786388709.3136346,CRYPTO_NODE,ZKP,8,334.98,100.0
1786388709.4729917,CRYPTO_NODE,ZKP,9,334.59,100.0
1786388709.8170364,CRYPTO_NODE,ZKP,10,334.68,100.0
1786388710.157377,CRYPTO_NODE,ZKP,11,334.72,100.0
1786388710.5019844,CRYPTO_NODE,ZKP,12,334.56,100.0
1786388710.8451948,CRYPTO_NODE,ZKP,13,334.8,100.0
1786388711.188762,CRYPTO_NODE,ZKP,14,334.57,100.0
1786388711.399138,CRYPTO_NODE,ECC,0,111.46,100.0
1786388711.505694,CRYPTO_NODE,ECC,1,111.57,100.0
1786388711.6124616,CRYPTO_NODE,ECC,2,111.54,100.0
1786388711.7191145,CRYPTO_NODE,ECC,3,111.45,100.0
1786388711.8255982,CRYPTO_NODE,ECC,4,111.61,100.0
1786388711.9331737,CRYPTO_NODE,ECC,5,111.54,100.0
1786388712.042891,CRYPTO_NODE,ECC,6,111.41,100.0
1786388712.161717,CRYPTO_NODE,ECC,7,111.52,100.0
